ISQ dimension (P4020),48,0.0
CERO rating (P853),48,0.0
valid in period (P1264),48,0.0
space launch vehicle (P375),48,0.0
cuisine (P2012),48,0.0
ex-libris (P8195),48,0.0
has immediate cause (P1478),47,0.0
series spin-off (P2512),47,0.0
sports season of league or competition (P3450),47,0.0
officeholder (P1308),47,0.0
compulsory education (minimum age) (P3270),47,0.0
upper flammable limit (P2203),46,0.0
Stack Exchange site (P6541),46,0.0
apparent magnitude (P1215),46,0.0
source of energy (P618),46,0.0
longest span (P2787),46,0.0
public key fingerprint (P3721),46,0.0
standards body (P1462),46,0.0
oath made by (P543),46,0.0
interchange station (P833),45,0.0
designated as terrorist by (P3461),45,0.0
merged into (P7888),45,0.0
compulsory education (maximum age) (P3271),45,0.0
number of constituencies (P4253),45,0.0
crystal system (P556),45,0.0
speed limit (P3086),44,0.0
reference URL (P854),44,0.0
retirement age (P3001),44,0.0
active ingredient in (P3780),44,0.0
target (P533),44,0.0
has pet (P1429),43,0.0
iconographic symbol (P4185),43,0.0
FIFA country code (P3441),42,0.0
service ribbon image (P2425),42,0.0
light characteristic of lighthouse (P1030),42,0.0
has contributing factor (P1479),42,0.0
original combination (P1403),41,0.0
vehicle range (P2073),41,0.0
afflicts (P689),41,0.0
professional name (Japan) (P2838),41,0.0
search formatter URL (P4354),40,0.0
supervisory board member (P5052),40,0.0
possible treatment (P924),40,0.0
oxidation state (P1121),40,0.0
academic minor (P811),40,0.0
Dewey Decimal Classification (works and editions) (P8359),39,0.0
focal height (P2923),39,0.0
albedo (P4501),39,0.0
vocalized name (P4239),39,0.0
intangible cultural heritage status (P3259),39,0.0
attested in (P5323),39,0.0
pregnancy category (P3489),39,0.0
production date (P2754),38,0.0
par (P3530),38,0.0
price (P2284),38,0.0
longitude of ascending node (P2213),38,0.0
typing discipline (P7078),38,0.0
standard molar entropy (P3071),38,0.0
section, verse, paragraph, or clause (P958),38,0.0
argument of periapsis (P2248),37,0.0
number of victims of killer (P1345),37,0.0
readable file format (P1072),37,0.0
torch lit by (P545),37,0.0
site of astronomical discovery (P65),36,0.0
absolute magnitude (P1457),36,0.0
refractive index (P1109),36,0.0
lighthouse range (P2929),36,0.0
number of survivors (P1561),36,0.0
director of archaeological fieldwork (P4345),36,0.0
has grammatical case (P2989),36,0.0
office contested (P541),36,0.0
ceiling exposure limit (P2405),35,0.0
choreographer (P1809),35,0.0
pKa (P1117),35,0.0
median income (P3529),35,0.0
number of spans (P1314),35,0.0
donations (P8093),35,0.0
quantity symbol (LaTeX) (P7973),34,0.0
month of the year (P2922),34,0.0
presenter (P371),34,0.0
statement is subject of (P805),34,0.0
dialect of (P4913),34,0.0
reward program (P4446),34,0.0
quantity buried (P2324),34,0.0
official number of town quarter (P5901),34,0.0
medical examinations (P923),33,0.0
donated by (P1028),33,0.0
successful candidate (P991),33,0.0
model year code (P5461),33,0.0
KMRB film rating (P3818),33,0.0
short-term exposure limit (P2407),33,0.0
record held (P1000),33,0.0
escutcheon image (P4004),33,0.0
type of orbit (P522),33,0.0
radius (P2120),33,0.0
standard enthalpy of formation (P3078),32,0.0
final event (P3967),32,0.0
member of the deme (P2462),32,0.0
total expenditure (P2402),32,0.0
next lower rank (P3729),32,0.0
size comparison diagram (P8512),32,0.0
codename (P1638),32,0.0
aerial view (P8592),31,0.0
pennant number (P879),31,0.0
participating team (P1923),31,0.0
editor-in-chief (P5769),31,0.0
cover art by (P736),31,0.0
page at Belarus Globe website (P2488),31,0.0
vehicle (P1876),31,0.0
thickness (P2610),30,0.0
decomposition point (P2107),30,0.0
animator (P6942),30,0.0
candidate (P726),30,0.0
party chief representative (P210),29,0.0
mean anomaly (P2325),29,0.0
gross tonnage (P1093),29,0.0
alternate names (P4970),29,0.0
activity policy in this place (P5023),29,0.0
cause of destruction (P770),29,0.0
distance from Earth (P2583),29,0.0
accredited by (P5514),29,0.0
temple name (P1785),29,0.0
dan/kyu rank (P468),28,0.0
fare zone (P3610),28,0.0
patient of (P3205),28,0.0
recommended unit of measurement (P8111),27,0.0
Portable Game Notation (P5286),27,0.0
floors below ground (P1139),27,0.0
daily patronage (P1373),27,0.0
RARS rating (P2637),27,0.0
depicts Iconclass notation (P1257),27,0.0
disjoint union of (P2738),27,0.0
encodes (P688),26,0.0
Aarne–Thompson–Uther Tale Type Index (P2540),26,0.0
territory overlaps (P3179),26,0.0
ammunition (P739),26,0.0
post town (P4595),26,0.0
season starts (P4794),26,0.0
production code (P2364),26,0.0
risk factor (P5642),26,0.0
defender (P1593),25,0.0
slope rating (P3840),25,0.0
kit supplier (P5995),25,0.0
minor planet group (P196),25,0.0
constellation (P59),25,0.0
numeric value (P1181),25,0.0
next higher rank (P3730),25,0.0
archive URL (P1065),25,0.0
Wikidata usage instructions (P2559),25,0.0
mobile network code (P2259),25,0.0
size designation (P8030),25,0.0
Scandinavian middle family name (P6978),25,0.0
number of platform faces (P5595),25,0.0
Deutsche Bahn station category (P5105),24,0.0
streak color (P534),24,0.0
intended public (P2360),24,0.0
HomoloGene ID (P593),24,0.0
molecular function (P680),24,0.0
has grammatical gender (P5109),24,0.0
PO Box (P2918),24,0.0
copyright holder (P3931),24,0.0
main food source (P1034),24,0.0
serial number (P2598),24,0.0
cites work (P2860),24,0.0
epoch (P6259),24,0.0
IMA status and/or rank (P579),24,0.0
name in hiero markup (P7383),24,0.0
named as (P1810),23,0.0
chromosome (P1057),23,0.0
strand orientation (P2548),23,0.0
genomic start (P644),23,0.0
genomic end (P645),23,0.0
cytogenetic location (P4196),23,0.0
writable file format (P1073),23,0.0
produced sound (P4733),23,0.0
appointed by (P748),23,0.0
stock market index (P3679),23,0.0
storyboard artist (P3275),23,0.0
earliest date (P1319),23,0.0
speed of sound (P2075),23,0.0
Strunz 8th edition (series ID, updated) (P711),23,0.0
Nickel-Strunz 9th edition (updated 2009) (P712),23,0.0
Nickel-Strunz '10th ed', review of (9th ed/ 2009 update) (P713),23,0.0
Classification of Instructional Programs code (P2357),22,0.0
volume (P478),22,0.0
provisional designation (P490),22,0.0
ortholog (P684),22,0.0
immediate cause of (P1536),22,0.0
Gene Atlas Image (P692),22,0.0
notation (P913),22,0.0
appears in the form of (P4675),22,0.0
geomorphological unit (P4688),22,0.0
right ascension (P6257),22,0.0
declination (P6258),22,0.0
pathogen transmission process (P1060),22,0.0
home world (P1165),22,0.0
category's main topic (P301),21,0.0
page(s) (P304),21,0.0
prime factor (P5236),21,0.0
number of decimal digits (P7316),21,0.0
number of points/goals/set scored (P1351),21,0.0
statistical leader (P3279),21,0.0
special rank (P5012),21,0.0
National Taxonomy of Exempt Entities code (P6733),21,0.0
undercarriage (P1637),21,0.0
state of use (P5817),21,0.0
bug tracking system (P1401),21,0.0
frequency (P2144),21,0.0
bibliography (P8625),20,0.0
Revised Hepburn romanization (P2125),20,0.0
contributing factor of (P1537),20,0.0
inscription (P1684),20,0.0
general manager (P505),20,0.0
route number (P1671),20,0.0
IRC channel (P1613),20,0.0
official app (P4290),20,0.0
set in environment (P8411),20,0.0
Library of Congress Classification (works and editions) (P8360),19,0.0
term length of office (P2097),19,0.0
issue (P433),19,0.0
charter URL (P6378),19,0.0
overlies (P568),19,0.0
unit symbol (P5061),19,0.0
wing area (P2112),19,0.0
habitat (P2974),19,0.0
child astronomical body (P398),19,0.0
electron configuration (P8000),19,0.0
SPARQL endpoint (P5305),19,0.0
aircraft registration (P426),19,0.0
defined daily dose (P4250),19,0.0
Gregorian calendar start date (P7295),19,0.0
NACE code (P4496),19,0.0
arterial supply (P2286),19,0.0
exclave of (P500),19,0.0
privacy policy URL (P7101),19,0.0
development of anatomical structure (P4843),19,0.0
calculated from (P4934),18,0.0
plot expanded in (P5940),18,0.0
AlgaeBase URL (P1348),18,0.0
Y-DNA Haplogroup (P4426),18,0.0
median lethal dose (LD50) (P2240),18,0.0
conjugate base (P4149),18,0.0
age of consent (P2999),18,0.0
diaspora (P3833),18,0.0
business model (P7936),18,0.0
carbon footprint (P5991),18,0.0
Australian Classification (P3156),18,0.0
underlies (P567),18,0.0
clearance (P2793),18,0.0
public domain date (P3893),18,0.0
facial hair (P8852),18,0.0
flight number (P3090),18,0.0
International Standard Industrial Classification code Rev.4 (P1796),18,0.0
family name identical to this given name (P1533),18,0.0
has grammatical mood (P3161),18,0.0
foods traditionally associated (P868),18,0.0
product certification (P1389),18,0.0
twin town sign (P8667),18,0.0
Gini coefficient (P1125),18,0.0
depends on software (P1547),18,0.0
port (P1641),18,0.0
in defining formula (P7235),17,0.0
total reserves (P2134),17,0.0
captain (P634),17,0.0
time of spacecraft landing (P620),17,0.0
dynamic viscosity (P3070),17,0.0
regulated by (P3719),17,0.0
transliteration (P2440),17,0.0
parent club (P831),17,0.0
taxon author citation (P6507),17,0.0
dissertation submitted to (P4101),17,0.0
exemplar of (P1574),17,0.0
number of casualties (P1590),17,0.0
radial velocity (P2216),17,0.0
character role (P453),17,0.0
host (P2975),17,0.0
has melody (P1625),16,0.0
train depot (P834),16,0.0
Wikidata SPARQL query equivalent (P3921),16,0.0
vehicles per thousand people (P5167),16,0.0
guidance system (P624),16,0.0
tuition fee (P5894),16,0.0
personal best (P2415),16,0.0
total liabilities (P2138),16,0.0
references work, tradition or theory (P8371),16,0.0
peak bagging classification (P8450),16,0.0
WMI code (P6793),16,0.0
legal citation of this text (P1031),16,0.0
surface played on (P765),16,0.0
minimum number of players (P1872),16,0.0
Gram staining (P2597),16,0.0
number of subscribers (P3744),16,0.0
amended by (P2567),16,0.0
sectional view (P2713),16,0.0
produced by (P2849),16,0.0
units sold (P2664),16,0.0
character designer (P8670),16,0.0
Mohs' hardness (P1088),16,0.0
named by (P3938),16,0.0
parish church (P8289),16,0.0
location of landing (P1158),15,0.0
autoignition temperature (P2199),15,0.0
had as last meal (P3902),15,0.0
sidekick of (P2546),15,0.0
GUI toolkit or framework (P1414),15,0.0
Skype username (P2893),15,0.0
offers view on (P3173),15,0.0
implementation of (P4428),15,0.0
union of (P2737),15,0.0
designed to carry (P3349),15,0.0
invasive to (P5588),15,0.0
century breaks (P4912),15,0.0
bite force quotient (P3485),15,0.0
means of locomotion (P3512),15,0.0
astronomic symbol image (P367),15,0.0
base salary (P3618),15,0.0
maximum number of players (P1873),15,0.0
recorded at studio or venue (P483),14,0.0
KAVI rating (P5152),14,0.0
code (image) (P7415),14,0.0
minimum age (P2899),14,0.0
measured physical quantity (P111),14,0.0
next crossing upstream (P2673),14,0.0
thermal conductivity (P2068),14,0.0
cost of damage (P2630),14,0.0
taxa especially protected in area (P6569),14,0.0
does not have part (P3113),14,0.0
has natural reservoir (P1605),14,0.0
earthquake magnitude on the moment magnitude scale (P2527),14,0.0
has tense (P3103),14,0.0
venous drainage (P2289),14,0.0
funder (P8324),14,0.0
terms of service URL (P7014),14,0.0
perpetrator (P8031),14,0.0
CSS color keyword (P8112),14,0.0
monomer of (P4599),13,0.0
depositor (P2058),13,0.0
tributary orientation (P3871),13,0.0
conversion to SI unit (P2370),13,0.0
conversion to standard unit (P2442),13,0.0
climbing route (P7309),13,0.0
chivalric order (P550),13,0.0
station class (P5606),13,0.0
OFLC classification (P7327),13,0.0
narrative motif (P6962),13,0.0
admission rate (P5822),13,0.0
measurement scale (P1880),13,0.0
software quality assurance (P2992),13,0.0
minimal incubation period in humans (P3488),13,0.0
maximal incubation period in humans (P3487),13,0.0
LPSN URL (P1991),13,0.0
orbits completed (P1418),13,0.0
statutory purpose (P6346),13,0.0
audio system (P7501),13,0.0
make-up artist (P4805),13,0.0
broadcast by (P3301),13,0.0
minimal lethal dose (P2300),13,0.0
spectral class (P215),12,0.0
type of kinship (P1039),12,0.0
instruction set (P1068),12,0.0
category for ship name (P7782),12,0.0
scenographer (P4608),12,0.0
salinity (P4350),12,0.0
user manual URL (P2078),12,0.0
Wikisource index page (P1957),12,0.0
recovered by (P3093),12,0.0
embed URL template (P2720),12,0.0
winterthur-glossar URL (P6107),12,0.0
route of administration (P636),12,0.0
tensile modulus of elasticity (P5480),12,0.0
number of points/goals conceded (P1359),12,0.0
script directionality (P1406),11,0.0
has lyrics (P6439),11,0.0
electric dipole moment (P2201),11,0.0
hardiness zone (P8194),11,0.0
fictional analog of (P1074),11,0.0
Commons compatible image available at URL (P4765),11,0.0
used metre (P2551),11,0.0
next crossing downstream (P2674),11,0.0
kinship equivalent in SPARQL at Wikidata (P4316),11,0.0
channel number (P3970),11,0.0
tracklist (P658),11,0.0
proper motion (P2215),11,0.0
maintenance method (P6440),11,0.0
complies with (P5009),11,0.0
space group (P690),11,0.0
flattening (P1102),11,0.0
prevalence (P1193),11,0.0
EC enzyme number (P591),11,0.0
corporate officer (P2828),11,0.0
landscape architect (P7514),11,0.0
UCI code (P1998),11,0.0
prisoner count (P5630),11,0.0
closed on (P3026),11,0.0
does not have quality (P6477),10,0.0
programmer (P943),10,0.0
tempo marking (P1558),10,0.0
newspaper archive URL (P7213),10,0.0
trading name (P6427),10,0.0
announcement date (P6949),10,0.0
this zoological name is coordinate with (P2743),10,0.0
temporal range start (P523),10,0.0
measures (P2575),10,0.0
incarnation of (P3701),10,0.0
investor (P1951),10,0.0
Harmonized System Code (P5471),10,0.0
Unicode range (P5949),10,0.0
earthquake magnitude on the Richter magnitude scale (P2528),10,0.0
Mercalli intensity scale (P2784),10,0.0
fandom (P8693),10,0.0
primary destinations (P1302),10,0.0
victim (P8032),10,0.0
XML namespace (P7510),10,0.0
asteroid spectral type (P720),10,0.0
name day (P1750),10,0.0
event distance (P3157),10,0.0
literal translation (P2441),9,0.0
playing range image (P2343),9,0.0
source website for the property (P1896),9,0.0
category for pictures taken with camera (P2033),9,0.0
scheduled service destination (P521),9,0.0
time index (P4895),9,0.0
quotes work (P6166),9,0.0
target interest rate (P2661),9,0.0
IIIF manifest (P6108),9,0.0
estimated value (P8340),9,0.0
sheet music (P3030),9,0.0
stereoisomer of (P3364),9,0.0
heart rate (P3395),9,0.0
water footprint (P6000),9,0.0
avionics (P878),9,0.0
enthalpy of vaporization (P2116),9,0.0
OSI Model layer location (P5805),9,0.0
magnetic moment (P2069),9,0.0
memory capacity (P2928),9,0.0
recycling code (P5994),9,0.0
surface gravity (P7015),9,0.0
record or record progression (P2869),9,0.0
minimum frequency of audible sound (P3387),9,0.0
maximum frequency of audible sound (P3465),9,0.0
substitute/deputy/replacement of office/officeholder (P2098),8,0.0
Gewässerkennzahl (P1183),8,0.0
printed by (P872),8,0.0
electrical conductivity (P2055),8,0.0
flower color (P2827),8,0.0
in opposition to (P5004),8,0.0
league level below (P2500),8,0.0
cruise speed (P2217),8,0.0
acknowledged (P7137),8,0.0
age of candidacy (P2998),8,0.0
TeX string (P1993),8,0.0
encoded by (P702),8,0.0
speaker (P823),8,0.0
parallax (P2214),8,0.0
production statistics (P2746),8,0.0
coastline (P5141),8,0.0
rotation period (P2147),8,0.0
synodic period (P4341),8,0.0
type locality (geology) (P2695),8,0.0
external auditor (P8571),8,0.0
fusion enthalpy (P2066),8,0.0
time of spacecraft orbit decay (P621),8,0.0
tournament format (P8127),8,0.0
typically sells (P7163),8,0.0
number of arrests (P5582),8,0.0
port of registry (P532),8,0.0
date of commercialization (P5204),7,0.0
date depicted (P2913),7,0.0
distributary (P5998),7,0.0
package management system (P3033),7,0.0
Vietnamese middle name (P8500),7,0.0
narrative age (P6249),7,0.0
non-free artwork image URL (P6500),7,0.0
temporal range end (P524),7,0.0
has grammatical person (P5110),7,0.0
film script (P3816),7,0.0
number of perpetrators (P3886),7,0.0
see also (P1659),7,0.0
focal length (P2151),7,0.0
pronunciation (P7243),7,0.0
chief operating officer (P1789),7,0.0
periapsis date (P2285),7,0.0
typeface/font used (P2739),7,0.0
temperature (P2076),7,0.0
ticker symbol (P249),7,0.0
co-driver (P2095),7,0.0
of (P642),7,0.0
United States Navy aircraft designation (P847),7,0.0
face value (P3934),7,0.0
conjugate acid (P4147),7,0.0
repealed by (P2568),7,0.0
defendant (P1591),7,0.0
global warming potential (P2565),7,0.0
degree of difficulty (P7252),7,0.0
reports periodicity (P6339),7,0.0
heat capacity (P2056),7,0.0
nominee (P2453),7,0.0
annual energy output (P4131),6,0.0
direction (P560),6,0.0
exonerated of (P7781),6,0.0
day of week (P2894),6,0.0
via (P2825),6,0.0
minimum wage (P6794),6,0.0
destroyed (P3082),6,0.0
possible medical findings (P5131),6,0.0
FAO risk status (P2371),6,0.0
epigraph (literature) (P7150),6,0.0
Lagrangian point (P1145),6,0.0
has phenotype (P6532),6,0.0
patronym or matronym for this name (P2976),6,0.0
aerodrome reference point (P2786),6,0.0
connector (P2935),6,0.0
assets under management (P4103),6,0.0
sail emblem (P5962),6,0.0
lymphatic drainage (P2288),6,0.0
number of branches (P8368),6,0.0
disease burden (P2854),6,0.0
musical motif (P6686),6,0.0
direction relative to location (P654),6,0.0
relevant qualification (P4968),6,0.0
lowest note (P1898),6,0.0
data size (P3575),6,0.0
significant drug interaction (P769),6,0.0
number of masts (P1099),6,0.0
uses capitalization for (P6106),6,0.0
galaxy morphological type (P223),6,0.0
redshift (P1090),6,0.0
partition coefficient water/octanol (P2993),6,0.0
metallicity (P2227),6,0.0
vaccine for (P1924),6,0.0
effective temperature (P6879),6,0.0
type of variable star (P881),6,0.0
PlayStation DataCenter URL (P7707),6,0.0
quotation or excerpt (P7081),6,0.0
coordinates of the point of view (P1259),6,0.0
repeals (P3148),6,0.0
given name version for other gender (P1560),6,0.0
central bank/issuer (P562),6,0.0
maximum wavelength of sensitivity (P3737),5,0.0
minimum wavelength of sensitivity (P3738),5,0.0
laws applied (P3014),5,0.0
modified version of (P5059),5,0.0
adapted by (P5202),5,0.0
less than (P5136),5,0.0
access status (P6954),5,0.0
update method (P4387),5,0.0
Artsy gene (P2411),5,0.0
possessed by spirit (P4292),5,0.0
Roman agnomen (P2366),5,0.0
superfamicom.org URL (P7705),5,0.0
parent of this hybrid, breed, or cultivar (P1531),5,0.0
serving temperature (P7767),5,0.0
narrower external class (P3950),5,0.0
period of lactation (P7862),5,0.0
ratified by (P6193),5,0.0
power consumed (P2791),5,0.0
for work (P1686),5,0.0
advertises (P6291),5,0.0
greater than (P5135),5,0.0
general classification of race participants (P2321),5,0.0
interaction (P517),5,0.0
order number (P8470),5,0.0
ICTV virus genome composition (P4628),5,0.0
effective date (P7588),5,0.0
highest break (P6590),5,0.0
Poisson's ratio (P5593),5,0.0
United Kingdom Department for Transport railway station category (P5330),5,0.0
type foundry (P4586),5,0.0
Vox-ATypI classification (P1878),5,0.0
pendant of (P1639),5,0.0
damaged (P3081),5,0.0
league level above (P2499),5,0.0
surface tension (P3013),5,0.0
charted in (P2291),5,0.0
polymer of (P4600),5,0.0
qualifies for event (P3085),5,0.0
currency symbol description (P489),5,0.0
judge (P1594),5,0.0
fictional universe described in (P1445),5,0.0
time signature (P3440),5,0.0
X-SAMPA code (P2859),4,0.0
Kirshenbaum code (P3625),4,0.0
IPA number order (P3917),4,0.0
IPA Braille (P4225),4,0.0
creator's signature (P7457),4,0.0
educational stage (P7374),4,0.0
referee (P1652),4,0.0
cell component (P681),4,0.0
is pollinated by (P1703),4,0.0
basic reproduction number (P3492),4,0.0
collection creator (P6241),4,0.0
sports league level (P3983),4,0.0
together with (P1706),4,0.0
photosphere image (P4640),4,0.0
number of missing (P1446),4,0.0
National Governors Association biography URL (P4997),4,0.0
has active ingredient (P3781),4,0.0
number of registered users/contributors (P1833),4,0.0
public transport stop (P8453),4,0.0
fracturing (P538),4,0.0
point group (P589),4,0.0
parliamentary term (P2937),4,0.0
affiliation string (P6424),4,0.0
has conjugation class (P5206),4,0.0
number of viewers/listeners (P5436),4,0.0
number of cases (P1603),4,0.0
spin quantum number (P1122),4,0.0
antiparticle (P2152),4,0.0
has superpartner (P2375),4,0.0
follower of (P1775),4,0.0
equivalent property (P1628),4,0.0
has command line option (P4837),4,0.0
game artist (P3080),4,0.0
coolant (P588),4,0.0
political coalition (P5832),4,0.0
subject lexeme (P6254),4,0.0
stellar rotational velocity (P4296),4,0.0
hardness (P5483),4,0.0
by-product of (P2822),4,0.0
light sector (P3922),4,0.0
people or cargo transported (P3437),4,0.0
end cause (P1534),4,0.0
extinction date (P8556),4,0.0
maximum peak exposure limit (P2406),4,0.0
sublimation temperature (P2113),4,0.0
points classification (P3494),4,0.0
solid solution series with (P2155),4,0.0
colorist (P6338),4,0.0
Formal Public Identifier (P4506),4,0.0
energy storage capacity (P4140),4,0.0
hydraulic head (P4441),4,0.0
Democracy Index (P8328),4,0.0
legal status (medicine) (P3493),4,0.0
carries scientific instrument (P1202),4,0.0
court (P4884),4,0.0
burial plot reference (P965),3,0.0
natural reservoir of (P1606),3,0.0
bathymetry image (P207),3,0.0
definition domain (P1568),3,0.0
criterion used (P1013),3,0.0
Wikimedia import URL (P4656),3,0.0
takeoff and landing capability (P1956),3,0.0
mandates (P4424),3,0.0
combustion enthalpy (P2117),3,0.0
road number formatter (P8498),3,0.0
traffic sign template image (P8505),3,0.0
fault (P5095),3,0.0
age estimated by a dating method (P7584),3,0.0
total debt (P2133),3,0.0
slope (P4184),3,0.0
side effect (P1909),3,0.0
HTML entity (P4575),3,0.0
unveiled by (P1656),3,0.0
mtDNA haplogroup (P4425),3,0.0
Scoville grade (P2658),3,0.0
representation of (P4646),3,0.0
file format identification pattern (P4152),3,0.0
angular resolution (P3439),3,0.0
engine configuration (P1002),3,0.0
PORT organization URL (P3268),3,0.0
category for files created with program (P7861),3,0.0
sexually homologous with (P4545),3,0.0
luminous intensity (P3041),3,0.0
signed form (P3969),3,0.0
trophy awarded (P4622),3,0.0
orientation (P7469),3,0.0
season ends (P6118),3,0.0
latest date (P1326),3,0.0
family relationship degree (P4500),3,0.0
embodied energy (P6075),3,0.0
GSRR rating (P916),3,0.0
replaced synonym (for nom. nov.) (P694),3,0.0
biological process (P682),3,0.0
reward (P4444),3,0.0
GPU (P2560),3,0.0
bore (P2556),3,0.0
shear modulus (P5673),3,0.0
maximum thrust (P2228),3,0.0
elector (P2319),3,0.0
chromosome count (P5230),3,0.0
Thibaudeau classification (P4452),3,0.0
luminosity (P2060),3,0.0
number of processor cores (P1141),3,0.0
number of works (P3740),3,0.0
innervated by (P3189),3,0.0
possible creator (P1779),3,0.0
footedness (P8006),3,0.0
mountains classification (P4320),3,0.0
teams classification by time (P3497),3,0.0
tussenvoegsel (P7377),3,0.0
presented in (P5072),3,0.0
image with frame (P7420),3,0.0
asteroid family (P744),3,0.0
maximum size or capacity (P3559),3,0.0
key col (P7479),3,0.0
weather history (P4150),3,0.0
Universal Decimal Classification (works and editions) (P8361),3,0.0
explosive energy equivalent (P2145),3,0.0
street key (P1945),3,0.0
storage device (P4788),3,0.0
payload mass (P4519),3,0.0
season (P4908),3,0.0
introduced feature (P751),3,0.0
shelf life (P4218),3,0.0
mushroom ecological type (P788),3,0.0
spore print color (P787),3,0.0
edibility (P789),3,0.0
launch contractor (P1079),3,0.0
twinning (P537),3,0.0
phase point (P873),3,0.0
JMA Seismic Intensity Scale (P5386),3,0.0
season of club or team (P5138),3,0.0
issued by (P2378),3,0.0
stated as (P1932),3,0.0
International Nuclear Event Scale (P2127),3,0.0
plaintiff (P1620),3,0.0
prosecutor (P1592),3,0.0
ultimate tensile strength (P5479),3,0.0
taxon author (P405),3,0.0
by-product (P2821),2,0.0
law or regulation identifying number (P8550),2,0.0
Wikidata time precision (P2803),2,0.0
position in Forsyth-Edwards Notation (P6648),2,0.0
guest of honor (P967),2,0.0
reviewed by (P4032),2,0.0
input set (P1851),2,0.0
plea (P1437),2,0.0
vice-county (P1887),2,0.0
CBFC rating (P6452),2,0.0
gender educated (P7419),2,0.0
ISCO-08 occupation code (P8283),2,0.0
is pollinator of (P1704),2,0.0
has facet polytope (P1312),2,0.0
average gradient (P2198),2,0.0
proved by (P1318),2,0.0
Football Money League rank (P6697),2,0.0
sound designer (P5028),2,0.0
volcanic explosivity index (P1903),2,0.0
funding scheme (P6195),2,0.0
source of material (P2647),2,0.0
view (P8517),2,0.0
item disputed by (P7378),2,0.0
tautomer of (P6185),2,0.0
endianness (P3374),2,0.0
endorsed by (P8001),2,0.0
clock speed (P2149),2,0.0
significant environmental impact (P3643),2,0.0
racon signal (P3994),2,0.0
style of karate (P7406),2,0.0
compressive modulus of elasticity (P5993),2,0.0
Exif make (P2010),2,0.0
Exif model (P2009),2,0.0
RSL scanned books identifier (P1815),2,0.0
stall speed (P6510),2,0.0
boiler pressure (P5071),2,0.0
magnetic ordering (P922),2,0.0
total exports (P2135),2,0.0
Digital Rights Management system (P1032),2,0.0
entry in abbreviations table (P8703),2,0.0
highest note (P1897),2,0.0
half-life (P2114),2,0.0
wavelength (P2808),2,0.0
sitter (P2634),2,0.0
date of assent (P7589),2,0.0
develops from (P3094),2,0.0
hazard on site (P3335),2,0.0
stroke (P2557),2,0.0
solves (P2159),2,0.0
legislative committee (P7727),2,0.0
crystal habit (P565),2,0.0
observing time available (P3891),2,0.0
number of rooms (P8733),2,0.0
INEP IGC discrete grade (P6095),2,0.0
inflorescence (P3739),2,0.0
seed dispersal (P3741),2,0.0
galactic longitude (P6260),2,0.0
galactic latitude (P6261),2,0.0
service life (P5069),2,0.0
quantitative metrical pattern (P2552),2,0.0
orbit diagram (P491),2,0.0
muzzle velocity (P4137),2,0.0
UN class (P874),2,0.0
place of devotion (P5873),2,0.0
musical quotation or excerpt (P6670),2,0.0
determination method (P459),2,0.0
NATO code for grade (P1611),2,0.0
reads environment variable (P4810),2,0.0
gait (P2839),2,0.0
author of foreword (P2679),2,0.0
ambitus (P2279),2,0.0
prerequisite (P4967),2,0.0
maximum age (P4135),2,0.0
WFD Ecological status (P4002),2,0.0
WFD Chemical status (P4202),2,0.0
statement describes (P2384),2,0.0
size of team at start (P2103),2,0.0
size of team at finish (P2105),2,0.0
display technology (P5307),2,0.0
minimum explosive concentration (P2204),2,0.0
limiting oxygen index (P5929),2,0.0
choral conductor (P5024),2,0.0
quantity symbol (string) (P416),2,0.0
taxa found at location (P6803),2,0.0
format as a regular expression (P1793),2,0.0
eligible recipient (P8115),2,0.0
TDD number (P8659),2,0.0
foreign direct investment net outflow (P2140),2,0.0
foreign direct investment net inflow (P2141),2,0.0
individual tax rate (P2834),2,0.0
Thomson Reuters Business Classification (P5798),2,0.0
hymenium type (P783),2,0.0
hymenium attachment (P785),2,0.0
mushroom cap shape (P784),2,0.0
case fatality rate (P3457),2,0.0
online service (P2361),2,0.0
kinematic viscosity (P2118),2,0.0
test method (P4988),2,0.0
voltage (P2436),2,0.0
dual to (P1322),2,0.0
proxy (P1393),2,0.0
manner of inhumane treatment (P7160),2,0.0
publication in which this taxon name was established (P5326),2,0.0
subject item of this property (P1629),2,0.0
dialect of computer language (P8131),2,0.0
samples from work (P5707),2,0.0
substitute director/manager (P7169),2,0.0
young rider classification (P4323),2,0.0
addressee (P1817),2,0.0
angle from vertical (P4183),2,0.0
horizontal depth (P5524),2,0.0
located on linear feature (P795),2,0.0
takeoff roll (P2430),2,0.0
backup or reserve team or crew (P3015),2,0.0
debut participant (P2318),2,0.0
external subproperty (P2236),2,0.0
socket supported (P1041),2,0.0
output method (P5196),2,0.0
nominated by (P4353),2,0.0
solved by (P1136),2,0.0
general formula (P1673),2,0.0
suggests the existence of (P5132),1,0.0
school of (P1780),1,0.0
total valid votes (P1697),1,0.0
gene inversion association with (P1915),1,0.0
maximum Strahler number (P1548),1,0.0
Deutsche Bahn station code (P8671),1,0.0
production rate (P2197),1,0.0
fossil found in this unit (P1137),1,0.0
chord progression (P6116),1,0.0
has phoneme (P2587),1,0.0
has decorative pattern (P5422),1,0.0
type of water supply (P5623),1,0.0
enclosure (P3158),1,0.0
average speed (P6856),1,0.0
workshop of (P1774),1,0.0
cabinet (P5054),1,0.0
